text,sentiment,stance,fold,vader_sentiment,SVM_sentiment,BERT_sentiment,SVM_stance,BERT_stance,lexicoder_sentiment,vader_scores
" RT @EdKrassen Mark Judge was allegedly in the room when Brett Kavanaugh allegedly sexually assaulted Dr. Christine Blasey Ford.  He says he doesn't remember it, but he's not under oath.  Here's an idea for the brilliant Republican Senators:  Subpoena Mark Judge now!  Subpoena Mark Judge now!",0,0,3,1,0,0,0,0,0,0.6792
 RT @MotherJonesWire Top Aide Leading GOP Response to Kavanaugh Allegations Resigns Amid Prior Sexual Harassment Claims https://t.co/GeTt0HF1L5 https://t.co/ryenAoNKM1,0,0,2,0,0,0,0,0,0,-0.6124
 RT @eclecticbrotha Ed Whelan needed to hire an entire PR firm to help him fail at social media when I've been doing it all by myself for seven years. https://t.co/XPjZyTBk4L,0,0,5,0,0,0,0,0,,-0.2023
 RT @Lawrence “Alcoholics Unanimous” is what Mark Judge called his high school friends. Dr Ford says Mark Judge helped Brett Kavanaugh sexually assault her while both boys were drunk. https://t.co/Ur1F0591wI,0,0,1,0,0,0,0,0,,-0.4767
" RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",0,1,5,0,0,0,1,1,0,-0.7964
" RT @AmySwearer @maziehirono So if men question her, it's shameful. But if those men find women to question her, it's also shameful. Got it.  But I'm not sure what sort of rationality I expected from a Senator who determined Kavanaugh is guilty prior to any hearing, questioning, or investigation, either.",0,1,4,0,0,0,1,1,0,-0.8763
" RT @realshawnbrandt @PodSaveAmerica @jonlovett @jonfavs @TVietor08 I'm generally a fan of @AC360 and @CNN, but this is journalistic malpractice. Why is CNN painting these women as average Republican voters? https://t.co/l8hegWBS9W",0,0,5,1,0,0,0,0,,0.1655
" RT @KimStrassel 1) Breaking, and a big deal: Fourth person that Ford named as present at infamous event denies even knowing kavanaugh, much less ever attending a party where he was present.",0,1,3,0,0,0,1,1,0,-0.0258
 RT @OfficeOfMike BREAKING: Leland Keyser is Dr. Ford’s lifelong friend and one of the “witnesses” at the now infamous party.  She just broke her silence:  She never met Kavanaugh  The party never happened  Allegations were a shock  Does not support Ford  CONFIRM KAVANAUGH NOW!,0,1,1,1,0,0,1,1,0,0.3036
 RT @Alyssa_Milano My latest op ed:  “I was sexually assaulted as a teen. Here’s why I didn’t report.”  It took me 30 years to tell anyone. And I’m far from alone.  #MeToo #WhyIDidntReport   https://t.co/UPP7l914Tb,0,0,5,0,0,0,0,0,0,-0.6597
 RT @Jali_Cat 🚨If Democrats Delay Kavanaugh Vote for Another Week — His Confirmation Is OVER....Per Senate Rules🚨  @ChuckGrassley @replouiegohmert @LindseyGrahamSC @senjudiciary @GOP @RepKenBuck  https://t.co/Jn6vCc8lTA,0,1,2,0,0,0,1,1,,-0.3182
 RT @jaketapper PR firm helped Whelan stoke half-baked Kavanaugh alibi https://t.co/7N6DKl4I7I via @politico,0,0,3,,0,0,0,0,1,0
" .@ChuckGrassley .@SenateMajLdr .@realDonaldTrump .@parscale   This true, if you don't #TakeTheVote to confirm Kavanaugh the Republicans are done for. https://t.co/Ur2ZOk5Yqt",0,1,4,1,1,1,1,1,1,0.5023
 RT @realshawnbrandt Are they trying to paint the average Republican as more extreme than they are? Are they trying to downplay how opposition to Kavanaugh is becoming mainstream even among moderates and many Republicans? Did their producers just not do their homework?,0,0,1,,0,0,0,0,0,0
" Those who whine about the need to presume innocence of the accused can take that only so far with Kavanaugh, because GOP is going to plow through and confirm him regardless of evidence-that seems to be a bigger problem than innocent until proven guilty-this is innocent regardless",0,0,2,,0,0,0,0,,0
" RT @DiamondandSilk The Lame Stream Media is desperate......  (Ford’s Classmate Who ‘Corroborated’ Story Takes Back Entire Accusation Against Kavanaugh, She Didn’t Think She’d Have to ‘Defend It’) https://t.co/Srh7Ma4cbh",0,1,2,0,0,0,1,1,0,-0.7269
" RT @SaysHummingbird RT if you think that it is absolutely DISGUSTING that these Kavanaugh supporters are legitimizing, normalizing &amp; justifying assualt on women. https://t.co/sJitQmhJxu",0,0,1,0,0,0,0,0,1,-0.3666
" RT @JacobAWohl GIVE ME A BREAK! — Brett Kavanaugh's accuser says she can't make it to Monday's hearing because she's ""scared to fly in an airplane""",0,1,5,0,0,0,1,1,0,-0.4926
" RT @slone ✔️Suburban women who have husbands, fathers, sons &amp; brothers are frightened &amp; appalled at the Kavanaugh BS &amp; #MeToo movement getting so out of control.  They may not verbalize it outloud - but as with the secret Trump vote -- they will show their disapproval at the ballot box.",0,1,4,0,0,0,1,1,0,-0.4497
 RT @reynoldsgareth 30ish years later Kavanaugh is still attempting to put his hand over Dr. Ford’s mouth to silence her. This time it’s just with the help of the government.,0,0,2,1,0,0,0,1,1,0.7096
 RT @DRUDGE_REPORT NO ONE BACKS UP HER STORY? https://t.co/9pQG21EZuz,0,1,4,0,0,0,1,1,,-0.2621
" RT @MeetThePress FLASHBACK: Anita Hill, who testified against Supreme Court nominee Clarence Thomas in 1991, discusses the message Washington is sending to women who have experienced sexual harassment or assault #MTP  Hill: ""What are they going to learn from this show going on in Washington?"" https://t.co/279Jf3ebbs",0,0,4,0,1,0,0,0,0,-0.5719
 How to force Susan Collins and Lisa Murkowski into killing the Brett Kavanaugh nomination https://t.co/d72MxAjJgE via @PalmerReport,0,0,2,0,1,0,0,0,0,-0.6597
" Or, how about ""Kavanaugh's alleged attempted rape victim""?  If we're going to have loaded headlines, let's load 'em up like a Vegas buffet plate. https://t.co/hZuR6Jnamy",0,1,4,0,0,0,0,0,0,-0.6486
 RT @Sniper64286433 Breaking... Kavanaugh's accuser now saying she gets car sick and will walk to DC for future hearings. https://t.co/bdvg1IsGRM,0,1,4,0,0,0,1,1,0,-0.5106
" @kenvogel @JamesJNani @georgesoros @MajorityPAC @DougJones @RepMcSally @RealSheriffJoe @kelliwardaz Let me help you out. GOP has far more billionaire donors who want to keep their dirty work secret than the Dems do. So they fight tooth and nail for secrecy,  as in the recent CREW case against Crossroads GPS and the FEC, in which Supreme Court recently denied a stay of order",0,0,4,0,0,0,0,0,0,-0.2682
" RT @JRubinBlogger Ben is right but everything we know about BK screams ambition. He's shaded and evaded because he can see what he wants within grasp. He spends 8,9, 10 hours getting grilled on how to tell the truth. He won't quit; he is a prisoner of his own ego https://t.co/uRjqpmNS8e",0,0,5,0,0,0,0,0,0,-0.6808
 #StopKavanaugh #MeToo #Kavanaugh #GrabYourWallet tell these corporations that #Kavanaugh is a horrible choice for #SCOTUS We must #StopKavaanaugh #MeToo https://t.co/ENKsyRBXHb,0,0,1,0,0,0,0,0,0,-0.5423
" Al Gore, Joe Biden, Bill Clinton, Mark Spitzer,  Anthony Wiener, and many other Democrats are all  sexual predators.  Kavanaugh is falsely accused and should be confirmed. https://t.co/3scuWfn0qY",0,1,3,0,0,0,0,0,0,-0.296
" RT @SaraCarterDC #KavanaughConfirmationHearing from Leland Keysler attorney: “Simply put, Ms. Keyser does not know Mr. Kavanaugh and she has no recollection of ever being at a party or gathering where he was present, with, or without, Dr. Ford.” One of four that don’t recall the party.",0,1,3,1,0,0,1,1,,0.4939
" RT @mikandynothem Hollywood celebrities are voicing support for #Kavanaugh accuser, Blasey Ford, whom they have never met. Yet, sat idly by why Harvey Weinstein raped dozens of industry peers for decades. Oh, they ignored Kevin Spacey and Al Franken, as well. #MAGA #FirstDayofFall #SaturdayMorning",0,1,3,0,0,0,1,1,0,-0.4767
" RT @CREDOMobile Keep this in mind, @SenatorCollins: Voting for Brett Kavanaugh makes voters in Maine less likely to support your re-election in 2020: https://t.co/aBbJiClF9v #SusanCollins #mepolitics #StopKavanaugh https://t.co/421NpjhPjm",0,0,5,1,0,0,0,0,1,0.3477
" RT @cher C’mon a”house doesn’t have2 fall on my sister”4 me 2 know Kavanaugh &amp; trump belong 2 the SAME“YOU CAN GRAB EM BY THE🐈”Fraternity‼️If No Means Yes &amp; Yes Means🤭,This Guy Needs 2 go 2 Sensitivity Training,&amp; Get His Ass KICKED, “NOT”THE SUPREME COURT⚖️  https://t.co/23XDqByQCc",0,0,3,1,0,0,0,1,0,0.5065
" RT @TheTestyTarheel Well, looky here!  Debra Katz, attorney for Christine Blasey Ford, is a radical socialist who attends anti-Trump protests, much like her client.   “Ford &amp; her attorneys continue to delay the process in hopes of ending Kavanaugh’s confirmation process....” https://t.co/QipaHBGsgX",0,1,5,1,0,0,1,1,1,0.5411
 RT @pacelattin Kavanaugh's character witness was involved in a gang rape club it seems.,0,0,3,0,0,0,0,0,0,-0.6908
" RT @RogueSNRadvisor Trump/surrogates have been sitting on the Rosenstein (non)story, waiting to use it for a time like now, when they're FRANTIC about Kavanaugh &amp; the midterms. The real question in my mind though, is why is the NYT doing Trumps bidding?",0,0,3,0,0,0,0,0,,-0.2808
" RT @bonniemurphy 🚨Democrats Are Terrorists🚨  So glad I got #woke and decided to #WalkAway  #GOP Just Say No and #ConfirmKavanaughNow #ConfirmKavanaugh ⁦⁦@senorrinhatch⁩  Democrats float more Kavanaugh investigations, impeachment even if he is confirmed  https://t.co/WFy2hH0PV0",0,1,2,0,0,0,1,1,1,-0.3472
 RT @Thomas1774Paine BREAKING -- Feckless Grassley Buckles … Again — Grants Kavanaugh Accuser One More Deadline https://t.co/wRwHQeyzw2,0,1,4,1,0,0,1,1,0,0.2263
 @dbongino Yes it's time to move on and stop giving into this woman and I am using the term loosely in this case. You can't believe her if she won't testify and Kavanaugh should not go 1st. He needs to be able to defend  himself. What a crock??????,0,1,5,1,0,0,1,1,1,0.594
 @chuckwoolery @gatewaypundit I see it now.  This Date in History: Republican Sen. Charles Grassley caves to obstructionist left wing Sen. Charles Schumer.  Allegations against Judge Kavanaugh prove to be a hoax.  Democrats control Senate for 20 years until fall of socialism in 2040.,0,1,4,0,1,0,1,1,0,-0.2732
" RT @mateagold “I said that Mommy had a story about a Supreme Court nominee, and now it’s broken into the news, and we can’t stay in the house anymore."" https://t.co/IpJpbwgVdl",0,0,1,1,0,0,0,0,0,0.128
" @BuckSexton They are trying to castrate Kavanaugh the way they did Clarence Thomas so that, even if he does get the appointment, he’ll be afraid to take a stand in anything.",0,1,2,,0,0,0,1,0,0
" RT @activist360 Imagine having corroborating witnesses to being sexually assaulted by Brett Kavanaugh, and the all male Republican judiciary members are refusing to call any of them to testify.  What kind of message does this send to women in America about their value as human beings?  #LastWord",0,0,1,0,0,0,0,1,0,-0.5719
" @Lrihendry Kavanaugh, Bork, Thomas, Estrada. Same playbook, different day. The Democrats are sociopathic liars.",0,1,2,0,0,0,1,1,0,-0.5267
 RT @judemgreen #ChristineBlaseyFord IS NOT YOUR BIGGEST PROBLEM ANYMORE. It’s @EdWhelanEPPC and Kavanaugh and PR Firm and White House and @ChuckGrassley @SenateMajLdr https://t.co/mH0BgWEAV0,0,0,2,1,0,0,0,1,0,0.4215
" RT @Lrihendry This is a damned kangaroo court there are no facts, there is no evidence, if she hadn’t waited 36 freaking years, she may have sounded a bit credible. And this circus needs to end. This is all to tarnish Kavanaugh‘s name.  #ConfirmJudgeKavanaughNOW",0,1,2,0,0,0,1,1,0,-0.8316
" RT @mikandynothem Hollywood celebrities are voicing support for #Kavanaugh accuser, Blasey Ford, whom they have never met. Yet, sat idly by why Harvey Weinstein raped dozens of industry peers for decades. Oh, they ignored Kevin Spacey and Al Franken, as well. #MAGA #FirstDayofFall #SaturdayMorning",0,1,1,0,0,0,1,1,0,-0.4767
" RT @raymysterio305 The Kavanaugh confirmation hearings has been turned into a MOCKERY by the BUFFONEROUS Democrats, as usual..  Ms Ford has put in front of our nation, a grade school allegation when she and Mr Kavanaugh were still playing with crayons. What is YOUR take? 🧐  Please Vote and Retweet",0,1,1,1,0,0,1,1,0,0.0173
 RT @Tennesseine Let’s stop this narrative right now that #Kavanaugh was a great candidate derailed by these rape allegations. He was a garbage candidate caught in ***multiple lies*** and THEN got credibly accused of attempted rape. Ford’s accusations were just the cherry on this shit sundae.,0,0,5,0,0,0,0,0,0,-0.9659
" RT @r_little_finger It’s time...  To confirm Kavanaugh.  No more waiting, now matter how many misguided Dem leaders scream “bullying”.  They had three months. THREE MONTHS.  CONFIRM KAVANAUGH.  Who else agrees?",0,1,1,0,0,0,1,1,,-0.4091
" RT @andrew_amarone GOP Senators are going to subject Kavanaugh to something fundamentally unamerican.   The accused has the right to face the accuser. Hold the vote, enough of this circus. https://t.co/b8uQGmp5g9",0,1,4,0,0,0,1,1,0,-0.296
 RT @bennyjohnson Dr. Ford will testify that there were 4 people at the party where Kavanaugh allegedly assaulted her.  All 4 have released statements.  Not a single person supports Ford’s story.  ❌ Mark Judge ❌ Patrick J. Smyth ❌ Leland Ingham Keyser(Ford’s lifelong friend) ❌ Brett Kavanaugh,0,1,5,1,0,0,1,1,,0.6124
 RT @JessieJaneDuff One thing is certain: Senator Feinstein's fingerprints are all over smearing Kavanaugh.   But it gets worse: Christine Blasey Ford’s lead attorney heads a leftist group funded by George Soros who is funding Demand Justice to sink Trump’s high-court picks. https://t.co/nG4TtoTr7x,0,1,4,1,0,0,1,1,0,0.0644
" RT @sarahkendzior Thread on the ""average voters"" defending Kavanaugh on CNN who are actually Republican operatives https://t.co/jO6zEJ0mJA",0,0,1,,0,0,0,0,1,0
 RT @tribelaw FACTOID: Among the myriad possible reasons 15-yr-old Chrissy might’ve been *especially* reluctant to call the Montgomery County prosecutors: Kavanaugh’s mother was apparently among those prosecutors at the time of 17-yr-old Brett’s alleged assault.,0,0,5,0,1,1,0,0,0,-0.7264
" RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",0,1,5,0,0,0,1,1,0,-0.7964
" RT @atensnut Democrats can’t just “move on” and jump on the bandwagon of Sketchy allegations against Kavanaugh, without accepting the egregiousness of turning their backs on the victims of Bill Clinton.",0,1,5,0,0,0,1,1,0,-0.5696
